model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
google/embeddinggemma-300m,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.450090,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Baugrubensicherung Schlitzwand 800 | Blei | Backstein | Gusseisen | Baugrubensicherung Schlitzwand 400 | Bohrpfahlbeton | Bitumenemulsion | Sand | Betonziegel | Tiefbaubeton,0.450090 | 0.423244 | 0.418893 | 0.411877 | 0.409277 | 0.401349 | 0.395411 | 0.395065 | 0.390625 | 0.383610
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Polyvinylchlorid PVC,0.527387,15,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyvinylchlorid PVC | Kraftpapier | Phenolharz PF | Polystyrol PS | Polycarbonat PC | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Gussasphalt | Heissbitumen | Polysulfiddichtungsmasse,0.527387 | 0.511392 | 0.507854 | 0.504818 | 0.504390 | 0.503964 | 0.503319 | 0.502546 | 0.501812 | 0.501495
google-bert/bert-base-multilingual-uncased,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Magerbeton,0.755718,47,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Magerbeton | Backstein | Sand | Heissbitumen | Rundkies | Blei | Betonziegel | Hartfaserplatte | Stahlprofil blank | Gussasphalt,0.755718 | 0.755643 | 0.733062 | 0.723238 | 0.716195 | 0.699524 | 0.697713 | 0.696975 | 0.689182 | 0.678963
google-bert/bert-base-multilingual-uncased,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Sand,0.928541,15,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Sand | Backstein | Blei | Rundkies | Betonziegel | Kraftpapier | Magerbeton | Heissbitumen | Stahlprofil blank | Kalksteinplatte,0.928541 | 0.924439 | 0.871807 | 0.840141 | 0.834718 | 0.807965 | 0.788615 | 0.784454 | 0.773183 | 0.759265
google-bert/bert-base-multilingual-uncased,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Stahlprofil blank,0.737627,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,Stahlprofil blank | Betonziegel | Kalksteinplatte | Magerbeton | Aluminiumprofil blank | Faserzementplatte | Tiefbaubeton | Stahlblech blank | Kraftpapier | Aluminiumblech blank,0.737627 | 0.730131 | 0.719654 | 0.709166 | 0.709106 | 0.685042 | 0.684667 | 0.682527 | 0.672706 | 0.669480
google-bert/bert-base-multilingual-uncased,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Stahlprofil blank,0.743186,32,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Stahlprofil blank | Betonziegel | Kalksteinplatte | Magerbeton | Aluminiumprofil blank | Faserzementplatte | Tiefbaubeton | Kraftpapier | Stahlblech blank | Hartfaserplatte,0.743186 | 0.728918 | 0.727901 | 0.724411 | 0.712703 | 0.688983 | 0.683969 | 0.680943 | 0.680077 | 0.671440
google-bert/bert-base-multilingual-uncased,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Backstein | Heissbitumen | Stahlprofil blank | Kraftpapier | Gussasphalt | Betonziegel | Tiefbaubeton | Balkenschichtholz | Rundkies,1.000000 | 0.826526 | 0.822231 | 0.808235 | 0.807847 | 0.805220 | 0.800463 | 0.798740 | 0.791826 | 0.791431
google-bert/bert-base-multilingual-uncased,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Armierungsstahl,0.733632,106,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Armierungsstahl | Stahlprofil blank | Konstruktionsvollholz | 2-Komponenten Klebstoff | Aluminiumprofil blank | Betonziegel | Tiefbaubeton | Hartbeton einschichtig | Faserzementplatte | Kalksteinplatte,0.733632 | 0.725751 | 0.725363 | 0.721718 | 0.711634 | 0.709861 | 0.708075 | 0.703123 | 0.693975 | 0.693215
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bitumenemulsion,0.508314,47,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bitumenemulsion | Brettschichtholz | Tiefbaubeton | Polyethylen PE | Hartfaserplatte | Gipsfaserplatte | Polystyrol PS | Phenolharz PF | Kraftpapier | Brettsperrholz,0.508314 | 0.504358 | 0.504288 | 0.503697 | 0.502481 | 0.501120 | 0.500830 | 0.500217 | 0.500192 | 0.500191
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.555714,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonziegel | Blei | Glasfaserbeton | Backstein | Polyethylen PE | Magerbeton | Konstruktionsvollholz | Polyethylenvlies PE | Kalksandstein,0.555714 | 0.553835 | 0.543556 | 0.541431 | 0.536488 | 0.528780 | 0.518392 | 0.518222 | 0.514191 | 0.512723
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Glasfaserbeton,0.672347,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Glasfaserbeton | Tiefbaubeton | Magerbeton | Betonfertigteil hochfest | Kraftpapier | Polyethylen PE | Konstruktionsvollholz | Brettschichtholz | Kalksandstein | Betonziegel,0.672347 | 0.578730 | 0.549684 | 0.536433 | 0.528400 | 0.519652 | 0.513640 | 0.508793 | 0.508224 | 0.505084
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Glasfaserbeton,0.590980,32,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Glasfaserbeton | Tiefbaubeton | Betonfertigteil hochfest | Kraftpapier | Polyethylen PE | Hartfaserplatte | Magerbeton | Konstruktionsvollholz | Betonziegel | Faserzementplatte,0.590980 | 0.581591 | 0.550651 | 0.532761 | 0.527492 | 0.523439 | 0.519710 | 0.513365 | 0.511325 | 0.509673
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Kalksteinplatte | Betonziegel | Gussasphalt | Glasfaserbeton | Faserzementplatte,0.731020 | 0.593099 | 0.524506 | 0.523429 | 0.521197 | 0.518333 | 0.512402 | 0.509534 | 0.509349 | 0.509117
google-bert/bert-base-multilingual-uncased,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.511392,106,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Kraftpapier | Polycarbonat PC | 2-Komponenten Klebstoff | Silicon-Fugenmasse | Magerbeton | Glasfaserbeton | Kalksandstein | Dichtungsbahn Polyolefin FPO | Polyamid PA glasfaserverstärkt | Bohrpfahlbeton,0.511392 | 0.504390 | 0.503964 | 0.503925 | 0.501515 | 0.501344 | 0.500940 | 0.500612 | 0.500492 | 0.500478
google-bert/bert-base-multilingual-cased,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Backstein,0.558940,22,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Backstein | Phenolharz PF | Bitumenemulsion | Plexiglas PMMA Acrylglas | Acrylnitril-Butadien-Styrol ABS | Polycarbonat PC | Kraftpapier | Tiefbaubeton | Polyethylenvlies PE | Gussasphalt,0.558940 | 0.507034 | 0.504905 | 0.492088 | 0.478193 | 0.476845 | 0.467511 | 0.464784 | 0.464320 | 0.463054
google-bert/bert-base-multilingual-cased,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.764579,14,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Sand | Backstein | Blei | Rundkies | Gussasphalt | Gusseisen | Kraftpapier | Bitumenemulsion | Heissbitumen,0.764579 | 0.760112 | 0.749627 | 0.703646 | 0.664289 | 0.651027 | 0.639414 | 0.626830 | 0.615208 | 0.598001
google-bert/bert-base-multilingual-cased,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.603081,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Polycarbonat PC | Dichtungsbahn Polyolefin FPO | Plexiglas PMMA Acrylglas | Dichtungsbahn Gummi EPDM | Phenolharz PF | Polyethylen PE | Polyethylenvlies PE | Bohrpfahlbeton | Acrylnitril-Butadien-Styrol ABS,0.603081 | 0.600311 | 0.599277 | 0.597024 | 0.589375 | 0.580453 | 0.575427 | 0.571607 | 0.567546 | 0.551168
google-bert/bert-base-multilingual-cased,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Betonziegel,0.600596,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Betonziegel | Dichtungsbahn Polyolefin FPO | Bohrpfahlbeton | Phenolharz PF | Plexiglas PMMA Acrylglas | Kraftpapier | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Dichtungsbahn Gummi EPDM | Polycarbonat PC | Bitumenemulsion,0.600596 | 0.600113 | 0.565328 | 0.561419 | 0.551231 | 0.540974 | 0.535877 | 0.530896 | 0.525146 | 0.524895
google-bert/bert-base-multilingual-cased,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Blei | Backstein | Rundkies | Sand | Gussasphalt | Brettsperrholz | Kalksandstein | Bitumenemulsion | Betonziegel,1.000000 | 0.591039 | 0.549009 | 0.543872 | 0.542418 | 0.514288 | 0.510898 | 0.498596 | 0.493933 | 0.489064
google-bert/bert-base-multilingual-cased,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Armierungsstahl,0.715767,25,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Armierungsstahl | Kautschukdichtungsmasse | Polysulfiddichtungsmasse | Tiefbaubeton | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Silicon-Fugenmasse | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Rüttelstopfsäule | Konstruktionsvollholz | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich,0.715767 | 0.710506 | 0.671732 | 0.671158 | 0.659155 | 0.652409 | 0.648418 | 0.645396 | 0.642957 | 0.636429
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.536370,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Polyethylenvlies PE | Bitumenemulsion | Acrylnitril-Butadien-Styrol ABS | Tiefbaubeton | Polyethylen PE | Polycarbonat PC | Tiefgründung Mikrobohrpfahl | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700,0.536370 | 0.517435 | 0.508315 | 0.506683 | 0.504288 | 0.503697 | 0.501295 | 0.501134 | 0.501061 | 0.500704
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Gusseisen,0.570458,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Gusseisen | Tiefbaubeton | Betonziegel | Blei | Glasfaserbeton | Backstein | Bitumenemulsion | Magerbeton | Konstruktionsvollholz | Bohrpfahlbeton,0.570458 | 0.555714 | 0.553835 | 0.543556 | 0.541431 | 0.536488 | 0.524357 | 0.518392 | 0.518222 | 0.517411
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.578730,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Polycarbonat PC | Kraftpapier | Bohrpfahlbeton | Acrylnitril-Butadien-Styrol ABS | Polyethylen PE | Polyethylenvlies PE | Polypropylen PP | Polyvinylchlorid PVC | Bitumenemulsion,0.578730 | 0.539556 | 0.528400 | 0.524238 | 0.523314 | 0.519652 | 0.513723 | 0.513141 | 0.509831 | 0.508870
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Tiefbaubeton,0.581591,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Tiefbaubeton | Bohrpfahlbeton | Polycarbonat PC | Betonfertigteil normalfest | Kraftpapier | Polyethylen PE | Acrylnitril-Butadien-Styrol ABS | Hartbeton einschichtig | Polyethylenvlies PE | Hartbeton zweischichtig,0.581591 | 0.568481 | 0.537346 | 0.534607 | 0.532761 | 0.527492 | 0.522824 | 0.517600 | 0.516005 | 0.514839
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Bohrpfahlbeton | Kalksandstein | Betonziegel | Gussasphalt | Gusseisen | Backstein | Furniersperrholz | Hartfaserplatte | Brettschichtholz,0.731020 | 0.523429 | 0.521197 | 0.512402 | 0.509534 | 0.509160 | 0.506710 | 0.506161 | 0.503220 | 0.502575
google-bert/bert-base-multilingual-cased,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.511392,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,Kraftpapier | 2-Komponenten Klebstoff | Silicon-Fugenmasse | Gipsfaserplatte | Polysulfiddichtungsmasse | Bitumenemulsion | Glasfaserbeton | Kautschukdichtungsmasse | 2K-Fliessbelag Epoxidharz | Polyethylenvlies PE,0.511392 | 0.503964 | 0.503925 | 0.502328 | 0.501495 | 0.501394 | 0.501344 | 0.501082 | 0.500951 | 0.500929
